Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Refractive_Index-Real_Part[440nm],Refractive_Index-Real_Part[675nm],Refractive_Index-Real_Part[870nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Imaginary_Part[440nm],Refractive_Index-Imaginary_Part[675nm],Refractive_Index-Imaginary_Part[870nm],Refractive_Index-Imaginary_Part[1020nm],Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
IIT_Delhi,01:04:2021,01:55:09,91,91.079965,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.936420,74.592313,2.711773,0.118282,0.205580,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.080310,0.152120,0.294820,0.292630,1,1,30:06:2022,22:29:35,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:04:2021,02:29:19,91,91.103692,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.483868,67.136139,1.716754,0.131433,0.208548,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071900,0.136100,0.266600,0.266130,1,1,30:06:2022,22:36:07,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:04:2021,10:07:28,91,91.421852,1.590500,1.597300,1.581800,1.575600,0.003929,0.001340,0.001994,0.002114,52.007712,51.382179,3.705958,0.331429,0.419625,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.062640,0.118080,0.234180,0.234600,1,1,30:06:2022,22:23:44,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:04:2021,10:29:48,91,91.437361,1.563200,1.586700,1.578700,1.575500,0.004320,0.001917,0.002720,0.002963,56.716261,56.079023,4.058046,0.354793,0.445318,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,3,0.065170,0.122760,0.242190,0.241670,1,1,30:06:2022,22:27:23,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:04:2021,10:59:31,91,91.457998,1.538000,1.574300,1.566000,1.560600,0.004726,0.001875,0.002471,0.003182,63.089285,62.441662,4.305382,0.276718,0.443055,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.069590,0.130950,0.256230,0.254110,1,1,30:06:2022,22:35:45,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:04:2021,11:47:05,91,91.491030,1.473700,1.514800,1.488400,1.471600,0.004897,0.002579,0.003039,0.003235,73.433976,72.778876,4.995134,0.120703,0.535918,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.080620,0.151380,0.291210,0.285120,1,1,30:06:2022,22:44:54,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:04:2021,12:05:35,91,91.503877,1.475400,1.516600,1.484800,1.464900,0.004602,0.002656,0.003106,0.003108,77.474102,76.819209,4.611778,0.060045,0.548705,4,9,7,5,4,9,7,6,4,10,7,6,4,10,7,6,0.087040,0.163240,0.311480,0.303050,1,1,30:06:2022,22:48:44,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,01:54:11,92,92.079294,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.900859,74.557030,1.966071,0.099946,0.307889,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.080270,0.152030,0.294660,0.292480,1,1,30:06:2022,22:16:22,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,03:15:12,92,92.135556,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,56.341463,56.981118,2.341500,0.246848,0.338232,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.064540,0.122110,0.242020,0.243210,1,1,30:06:2022,22:27:02,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,03:44:07,92,92.155637,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.250994,50.875551,2.492475,0.247269,0.370364,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.061530,0.116400,0.231990,0.233920,1,1,30:06:2022,22:29:53,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,10:07:08,92,92.421620,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,51.791408,51.164438,3.266431,0.208456,0.254096,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.062540,0.117880,0.233840,0.234310,1,1,30:06:2022,22:15:36,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,10:30:30,92,92.437847,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,56.729397,56.090614,2.349776,0.240676,0.290854,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.065170,0.122760,0.242210,0.241690,1,1,30:06:2022,22:21:17,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,10:59:11,92,92.457766,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,62.891169,62.242804,2.860215,0.200992,0.287462,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.069430,0.130650,0.255730,0.253660,1,1,30:06:2022,22:26:44,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,11:49:09,92,92.492465,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.768029,73.112557,3.038415,0.129643,0.255577,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.081080,0.152240,0.292700,0.286450,1,1,30:06:2022,22:33:47,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:04:2021,12:07:29,92,92.505197,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,77.772701,77.117813,3.174948,0.073408,0.257518,4,8,7,5,4,8,7,5,4,9,7,6,4,10,7,6,0.087550,0.164200,0.313170,0.304560,1,1,30:06:2022,22:36:12,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,01:53:53,93,93.079086,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.721272,74.377684,3.150629,0.157693,0.256203,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.080020,0.151560,0.293830,0.291700,1,1,30:06:2022,22:31:00,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,02:25:30,93,93.101042,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.814194,67.468059,2.678775,0.226233,0.268169,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.072210,0.136680,0.267610,0.267090,1,1,30:06:2022,22:37:15,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,03:14:01,93,93.134734,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,56.333484,56.974562,2.469329,0.332549,0.286950,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.064540,0.122110,0.242010,0.243200,1,1,30:06:2022,22:42:11,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,03:43:49,93,93.155428,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.041896,50.667964,2.990497,0.339960,0.317982,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.061430,0.116230,0.231700,0.233650,1,1,30:06:2022,22:46:52,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,10:06:48,93,93.421389,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,51.576837,50.948460,3.057404,0.504742,0.393545,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.062430,0.117690,0.233520,0.234020,1,1,30:06:2022,22:35:49,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,10:31:13,93,93.438345,1.558000,1.598800,1.598000,1.591100,0.007137,0.003045,0.003421,0.003596,56.748469,56.108200,1.900950,0.160026,0.403748,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.065190,0.122790,0.242240,0.241720,1,1,30:06:2022,22:43:00,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,10:59:31,93,93.457998,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,62.838616,62.189374,2.722508,0.172833,0.378705,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.069400,0.130580,0.255590,0.253540,1,1,30:06:2022,22:16:02,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,11:48:54,93,93.492292,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.596911,72.941182,3.449840,0.114769,0.315771,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.080830,0.151780,0.291920,0.285760,1,1,30:06:2022,22:22:31,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:04:2021,12:07:19,93,93.505081,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,77.620923,76.965897,3.144182,0.051243,0.316481,4,8,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.087280,0.163710,0.312290,0.303790,1,1,30:06:2022,22:25:23,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:04:2021,01:53:33,94,94.078854,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.550822,74.207446,1.744639,0.066993,0.320769,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.079770,0.151090,0.293020,0.290970,1,1,30:06:2022,22:26:02,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:04:2021,02:24:22,94,94.100255,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.814509,67.468965,1.760497,0.122385,0.302736,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.072210,0.136680,0.267620,0.267090,1,1,30:06:2022,22:33:29,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:04:2021,03:13:25,94,94.134317,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,56.204041,56.846263,1.713262,0.156048,0.328155,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.064460,0.121970,0.241760,0.242980,1,1,30:06:2022,22:38:49,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:04:2021,10:06:32,94,94.421204,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,51.377998,50.748206,5.126800,0.263166,0.344731,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.062340,0.117520,0.233230,0.233760,1,1,30:06:2022,22:18:29,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,05:04:2021,02:23:08,95,95.099398,1.491300,1.551000,1.553200,1.548500,0.006850,0.002716,0.002917,0.003186,66.839179,67.494190,2.752728,0.149831,0.558497,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.072230,0.136720,0.267690,0.267170,1,1,30:06:2022,22:23:14,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,05:04:2021,03:13:13,95,95.134178,1.511200,1.566200,1.567400,1.563500,0.005440,0.001904,0.002219,0.002573,55.991827,56.635008,2.616386,0.266104,0.540914,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.064340,0.121740,0.241360,0.242610,1,1,30:06:2022,22:33:42,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,05:04:2021,03:39:53,95,95.152697,1.554100,1.589500,1.587100,1.582100,0.005511,0.002657,0.003018,0.003359,50.331471,50.962397,2.668162,0.250636,0.570943,3,10,8,4,3,10,8,4,3,10,8,4,3,10,7,4,0.061560,0.116470,0.232120,0.234040,1,1,30:06:2022,22:39:51,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:04:2021,10:33:14,96,96.439745,1.543300,1.595200,1.595900,1.572600,0.010403,0.006092,0.005844,0.005384,56.790697,56.146403,2.376864,0.065372,1.546514,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.065220,0.122840,0.242330,0.241780,1,1,30:06:2022,22:43:23,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:04:2021,11:49:47,96,96.492905,1.560400,1.592400,1.585400,1.559000,0.010043,0.005132,0.004995,0.004910,73.445366,72.789045,2.531900,0.026677,1.407386,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.080660,0.151420,0.291290,0.285160,1,1,30:06:2022,22:56:19,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:04:2021,12:08:20,96,96.505787,1.543000,1.563100,1.554200,1.523900,0.009375,0.004608,0.004496,0.004275,77.500218,76.845139,4.078588,0.037450,1.375559,4,9,7,6,4,8,7,6,4,9,7,6,4,9,7,6,0.087100,0.163340,0.311670,0.303180,1,1,30:06:2022,23:01:29,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:04:2021,01:48:24,97,97.075278,1.503200,1.541600,1.520900,1.508700,0.005500,0.001965,0.001709,0.001313,73.960632,74.617571,4.776147,0.101413,1.183497,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.082200,0.151670,0.294610,0.291980,1,1,30:06:2022,22:38:43,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:04:2021,03:09:22,97,97.131505,1.551400,1.592900,1.585400,1.572300,0.005856,0.002908,0.003063,0.002975,56.317635,56.963797,2.485530,0.162641,1.073304,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.066550,0.123950,0.244070,0.244860,1,1,30:06:2022,22:58:34,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:04:2021,11:02:42,97,97.460208,1.451700,1.514300,1.519600,1.512500,0.006933,0.003862,0.003931,0.003334,63.045763,62.393130,3.112160,0.150468,0.712922,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.071540,0.132060,0.257580,0.255140,1,1,30:06:2022,22:37:06,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:04:2021,11:50:14,97,97.493218,1.466200,1.510500,1.505300,1.493100,0.006228,0.002358,0.002603,0.002148,73.430395,72.773953,3.484462,0.095240,0.520651,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.082500,0.150950,0.291080,0.284720,1,1,30:06:2022,22:45:13,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:04:2021,12:08:38,97,97.505995,1.450400,1.492200,1.487900,1.474400,0.005461,0.002294,0.002671,0.002353,77.452569,76.797537,3.637240,0.062935,0.498671,4,8,7,6,4,9,7,6,4,8,7,6,4,9,7,6,0.088810,0.161820,0.310340,0.301680,1,1,30:06:2022,22:48:48,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,01:47:25,98,98.074595,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.941187,74.598165,2.710248,0.099859,0.387644,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.082190,0.151640,0.294550,0.291900,1,1,30:06:2022,22:41:42,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,02:19:52,98,98.097130,1.527000,1.564300,1.555700,1.541500,0.009616,0.004850,0.005703,0.005861,66.834558,67.490908,2.556271,0.160342,0.469277,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.074190,0.137440,0.268620,0.267650,1,1,30:06:2022,22:21:09,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,03:08:07,98,98.130637,1.570800,1.576100,1.561600,1.546500,0.007361,0.003090,0.003633,0.003533,56.341375,56.988691,2.227490,0.214083,0.495932,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.066570,0.123970,0.244110,0.244900,1,1,30:06:2022,22:28:25,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,03:37:19,98,98.150914,1.581800,1.597300,1.579900,1.564600,0.008195,0.004803,0.005965,0.006709,50.098227,50.733998,2.336956,0.273812,0.534711,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.063510,0.118600,0.234340,0.235890,1,1,30:06:2022,22:31:13,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,10:34:27,98,98.440590,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,56.801809,56.155184,3.374413,0.314887,0.393703,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.067240,0.124650,0.244430,0.243540,1,1,30:06:2022,22:22:57,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,11:02:28,98,98.460046,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,62.877345,62.224179,2.827779,0.170913,0.355452,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.071420,0.131840,0.257180,0.254770,1,1,30:06:2022,22:28:49,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,11:52:23,98,98.494711,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.788096,73.131639,3.476858,0.100001,0.311024,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.082990,0.151800,0.292590,0.286060,1,1,30:06:2022,22:35:06,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:04:2021,12:10:42,98,98.507431,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,77.790872,77.136192,4.151559,0.066765,0.316771,4,8,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.089410,0.162860,0.312170,0.303310,1,1,30:06:2022,22:37:50,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,09:04:2021,01:47:08,99,99.074398,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.770795,74.427819,2.134867,0.070381,0.284457,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.081970,0.151230,0.293800,0.291200,1,1,30:06:2022,22:16:12,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,09:04:2021,02:18:45,99,99.096354,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.844654,67.501364,2.006855,0.119443,0.292641,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.074200,0.137460,0.268660,0.267680,1,1,30:06:2022,22:23:56,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,09:04:2021,03:06:56,99,99.129815,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,56.354459,57.002850,1.936926,0.196306,0.270173,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.066570,0.123990,0.244140,0.244920,1,1,30:06:2022,22:29:43,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,09:04:2021,03:37:03,99,99.150729,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,49.903322,50.540319,2.282942,0.253797,0.251232,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.063430,0.118450,0.234080,0.235650,1,1,30:06:2022,22:35:09,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,01:46:51,100,100.074201,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.602859,74.259904,2.136934,0.064567,0.324610,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.081750,0.150850,0.293080,0.290510,1,1,30:06:2022,22:36:08,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,02:17:44,100,100.095648,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.835766,67.492785,2.249552,0.121843,0.332998,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.074180,0.137430,0.268620,0.267650,1,1,30:06:2022,22:20:17,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,03:06:42,100,100.129653,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,56.165826,56.814976,2.576801,0.267090,0.369895,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.066470,0.123800,0.243800,0.244610,1,1,30:06:2022,22:27:02,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,03:33:50,100,100.148495,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.339457,50.978994,1.947710,0.112358,0.394136,3,10,8,4,3,10,8,3,3,10,8,4,3,10,8,4,0.063610,0.118780,0.234670,0.236190,1,1,30:06:2022,22:34:47,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,10:36:49,100,100.442234,1.371100,1.458100,1.499400,1.507900,0.004861,0.001975,0.002565,0.002118,57.069407,56.420382,2.073657,0.085580,0.505736,4,10,7,5,4,10,7,5,4,10,8,4,4,10,8,4,0.067400,0.124920,0.244910,0.243970,1,1,30:06:2022,22:31:10,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,11:03:34,100,100.460810,1.467600,1.541200,1.565000,1.560300,0.006288,0.002922,0.003428,0.003167,62.885467,62.231101,2.447567,0.112005,0.480562,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.071420,0.131840,0.257200,0.254790,1,1,30:06:2022,22:38:49,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,11:51:52,100,100.494352,1.467200,1.517300,1.520900,1.510700,0.007659,0.002919,0.003200,0.002916,73.451479,72.794919,2.864345,0.073628,0.492308,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.082530,0.150990,0.291170,0.284790,1,1,30:06:2022,22:45:38,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,10:04:2021,12:10:21,100,100.507188,1.487400,1.528100,1.528000,1.516000,0.007533,0.003086,0.003554,0.003408,77.490472,76.835915,3.289711,0.054086,0.499457,4,9,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.088870,0.161910,0.310500,0.301860,1,1,30:06:2022,22:48:41,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,01:44:02,101,101.072245,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.992333,74.649160,2.368122,0.076901,0.333989,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.082270,0.151770,0.294800,0.292110,1,1,30:06:2022,22:21:08,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,02:16:37,101,101.094873,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.851750,67.509042,2.516840,0.163650,0.341414,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.074200,0.137460,0.268670,0.267700,1,1,30:06:2022,22:28:50,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,03:06:26,101,101.129468,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,55.987681,56.637571,2.162972,0.243373,0.378197,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.066370,0.123630,0.243490,0.244320,1,1,30:06:2022,22:35:38,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,03:32:39,101,101.147674,1.514700,1.555900,1.551100,1.543100,0.009295,0.004673,0.005508,0.005769,50.348412,50.989456,2.201544,0.289224,0.405483,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.063620,0.118780,0.234680,0.236210,1,1,30:06:2022,22:40:52,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,10:36:34,101,101.442060,1.356200,1.441800,1.481900,1.491500,0.005157,0.002859,0.003162,0.002854,56.895765,56.246016,1.950358,0.065149,0.647137,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.067300,0.124740,0.244600,0.243690,1,1,30:06:2022,22:41:41,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,11:04:06,101,101.461181,1.536500,1.576100,1.570700,1.561200,0.006643,0.003277,0.003683,0.003579,62.887791,62.232900,2.980795,0.165511,0.644446,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.071420,0.131850,0.257200,0.254790,1,1,30:06:2022,22:49:53,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,11:52:19,101,101.494664,1.484700,1.535100,1.535600,1.524400,0.006964,0.002927,0.003113,0.002991,73.439022,72.782494,2.798232,0.070678,0.630974,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.082520,0.150970,0.291120,0.284750,1,1,30:06:2022,22:18:13,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,11:04:2021,12:10:44,101,101.507454,1.452400,1.501800,1.505100,1.494200,0.007674,0.003436,0.003560,0.003260,77.462636,76.808278,3.098337,0.039260,0.642679,4,8,7,6,4,8,7,6,4,8,7,6,4,9,7,6,0.088830,0.161860,0.310400,0.301730,1,1,30:06:2022,22:22:49,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,12:04:2021,02:16:12,102,102.094583,1.447100,1.522300,1.534400,1.526100,0.006909,0.003175,0.003226,0.002900,66.717388,67.374882,1.875619,0.080129,0.766562,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.074070,0.137230,0.268250,0.267330,1,1,30:06:2022,22:27:26,1170,28.545000,77.192600,15.000000,lev20,Almucantar
